date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-04-01,California,State,Delta,1.0,0.28,0.42857142857,0.121951219512
2021-04-01,California,State,Mu,0.0,0.0,0.14285714285,0.040650406504
2021-04-01,California,State,Epsilon,117.0,33.05,124.14285714285,35.325203252033
2021-04-01,California,State,Alpha,153.0,43.22,121.57142857142,34.593495934959
2021-04-01,California,State,Lambda,0.0,0.0,0.42857142857,0.121951219512
2021-04-01,California,State,Gamma,14.0,3.95,12.0,3.414634146341
2021-04-02,California,State,Lambda,0.0,0.0,0.28571428571,0.079428117554
2021-04-02,California,State,Gamma,21.0,4.59,13.28571428571,3.693407466243
2021-04-02,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-02,California,State,Alpha,180.0,39.3,128.71428571428,35.782366957903
2021-04-02,California,State,Delta,0.0,0.0,0.42857142857,0.11914217633
2021-04-02,California,State,Mu,0.0,0.0,0.14285714285,0.039714058777
2021-04-02,California,State,Epsilon,136.0,29.69,124.71428571428,34.670373312153
2021-04-02,California,State,Beta,4.0,0.87,3.28571428571,0.913423351867
2021-04-02,California,State,Total,458.0,100.0,359.71428571428,100.0
2021-04-02,California,State,Other,117.0,25.55,88.85714285714,24.702144559174
2021-04-03,California,State,Epsilon,98.0,32.45,119.28571428571,33.30674112485
2021-04-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-03,California,State,Delta,0.0,0.0,0.42857142857,0.119664938173
2021-04-03,California,State,Lambda,0.0,0.0,0.28571428571,0.079776625449
2021-04-03,California,State,Gamma,17.0,5.63,14.85714285714,4.148384523335
2021-04-03,California,State,Mu,0.0,0.0,0.14285714285,0.039888312724
2021-04-03,California,State,Beta,2.0,0.66,3.14285714285,0.877542879936
2021-04-03,California,State,Other,68.0,22.52,87.42857142857,24.411647387316
2021-04-03,California,State,Alpha,117.0,38.74,132.57142857142,37.016354208217
2021-04-03,California,State,Total,302.0,100.0,358.14285714285,100.0
2021-04-04,California,State,Lambda,0.0,0.0,0.28571428571,0.0789577576
2021-04-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-04,California,State,Gamma,18.0,9.94,16.85714285714,4.658507698381
2021-04-04,California,State,Alpha,95.0,52.49,138.85714285714,38.373470193447
2021-04-04,California,State,Delta,0.0,0.0,0.42857142857,0.1184366364
2021-04-04,California,State,Other,37.0,20.44,86.57142857142,23.924200552704
2021-04-04,California,State,Mu,0.0,0.0,0.14285714285,0.0394788788
2021-04-04,California,State,Total,181.0,100.0,361.85714285714,100.0
2021-04-04,California,State,Beta,1.0,0.55,3.0,0.829056454797
2021-04-04,California,State,Epsilon,30.0,16.57,115.71428571428,31.977891827872
2021-04-05,California,State,Delta,2.0,0.39,0.71428571428,0.188323917137
2021-04-05,California,State,Mu,0.0,0.0,0.14285714285,0.037664783427
2021-04-05,California,State,Other,135.0,26.11,91.14285714285,24.030131826742
2021-04-05,California,State,Epsilon,155.0,29.98,119.57142857142,31.525423728814
2021-04-05,California,State,Alpha,204.0,39.46,148.0,39.020715630885
2021-04-05,California,State,Total,517.0,100.0,379.28571428571,100.0
2021-04-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-05,California,State,Lambda,0.0,0.0,0.28571428571,0.075329566855
2021-04-05,California,State,Gamma,20.0,3.87,17.28571428571,4.557438794727
2021-04-05,California,State,Beta,1.0,0.19,2.14285714285,0.564971751412
2021-04-06,California,State,Mu,0.0,0.0,0.14285714285,0.037721614485
2021-04-06,California,State,Beta,2.0,0.44,1.85714285714,0.490380988306
2021-04-06,California,State,Lambda,1.0,0.22,0.14285714285,0.037721614485
2021-04-06,California,State,Gamma,16.0,3.5,17.0,4.488872123727
2021-04-06,California,State,Alpha,190.0,41.58,156.71428571428,41.380611090155
2021-04-06,California,State,Epsilon,126.0,27.57,111.57142857142,29.460580912863
2021-04-06,California,State,Other,118.0,25.82,90.14285714285,23.802338740098
2021-04-06,California,State,Total,457.0,100.0,378.71428571428,100.0
2021-04-06,California,State,Delta,4.0,0.88,1.14285714285,0.301772915881
2021-04-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-07,California,State,Total,452.0,100.0,388.71428571428,100.0
2021-04-07,California,State,Gamma,18.0,3.98,17.71428571428,4.557148107313
2021-04-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-07,California,State,Lambda,2.0,0.44,0.42857142857,0.110253583241
2021-04-07,California,State,Alpha,203.0,44.91,163.14285714285,41.969864020581
2021-04-07,California,State,Other,98.0,21.68,91.42857142857,23.520764424844
2021-04-07,California,State,Delta,1.0,0.22,1.14285714285,0.294009555311
2021-04-07,California,State,Epsilon,130.0,28.76,113.14285714285,29.106945975744
2021-04-07,California,State,Beta,0.0,0.0,1.71428571428,0.441014332966
2021-04-07,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-08,California,State,Gamma,27.0,7.87,19.57142857142,5.055350553506
2021-04-08,California,State,Lambda,0.0,0.0,0.42857142857,0.110701107011
2021-04-08,California,State,Other,63.0,18.37,90.85714285714,23.468634686347
2021-04-08,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-08,California,State,Beta,0.0,0.0,1.42857142857,0.369003690037
2021-04-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-08,California,State,Alpha,194.0,56.56,169.0,43.653136531365
2021-04-08,California,State,Total,343.0,100.0,387.14285714285,100.0
2021-04-08,California,State,Delta,0.0,0.0,1.0,0.258302583026
2021-04-08,California,State,Epsilon,59.0,17.2,104.85714285714,27.084870848708
2021-04-09,California,State,Gamma,20.0,5.73,19.42857142857,5.228758169935
2021-04-09,California,State,Lambda,2.0,0.57,0.71428571428,0.192233756248
2021-04-09,California,State,Beta,3.0,0.86,1.28571428571,0.346020761246
2021-04-09,California,State,Epsilon,75.0,21.49,96.14285714285,25.874663590927
2021-04-09,California,State,Other,72.0,20.63,84.42857142857,22.722029988466
2021-04-09,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-09,California,State,Alpha,177.0,50.72,168.57142857142,45.367166474433
2021-04-09,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-09,California,State,Delta,0.0,0.0,1.0,0.269127258747
2021-04-09,California,State,Total,349.0,100.0,371.57142857142,100.0
2021-04-10,California,State,Total,287.0,100.0,369.42857142857,100.0
2021-04-10,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-10,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-10,California,State,Delta,0.0,0.0,1.0,0.270688321732
2021-04-10,California,State,Epsilon,61.0,21.25,90.85714285714,24.593967517401
2021-04-10,California,State,Beta,0.0,0.0,1.0,0.270688321732
2021-04-10,California,State,Lambda,0.0,0.0,0.71428571428,0.193348801237
2021-04-10,California,State,Other,53.0,18.47,82.28571428571,22.273781902552
2021-04-10,California,State,Gamma,17.0,5.92,19.42857142857,5.259087393658
2021-04-10,California,State,Alpha,156.0,54.36,174.14285714285,47.138437741686
2021-04-11,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-11,California,State,Total,202.0,100.0,372.42857142857,100.0
2021-04-11,California,State,Gamma,20.0,9.9,19.71428571428,5.293440736479
2021-04-11,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-11,California,State,Other,30.0,14.85,81.28571428571,21.825853471423
2021-04-11,California,State,Beta,1.0,0.5,1.0,0.268507863445
2021-04-11,California,State,Lambda,0.0,0.0,0.71428571428,0.191791331032
2021-04-11,California,State,Alpha,122.0,60.4,178.0,47.794399693134
2021-04-11,California,State,Epsilon,26.0,12.87,90.28571428571,24.242424242424
2021-04-11,California,State,Delta,3.0,1.49,1.42857142857,0.383582662064
2021-04-12,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-12,California,State,Gamma,20.0,5.26,19.71428571428,5.587044534413
2021-04-12,California,State,Other,100.0,26.32,76.28571428571,21.619433198381
2021-04-12,California,State,Total,380.0,100.0,352.85714285714,100.0
2021-04-12,California,State,Epsilon,76.0,20.0,79.0,22.388663967611
2021-04-12,California,State,Lambda,1.0,0.26,0.85714285714,0.242914979757
2021-04-12,California,State,Beta,1.0,0.26,1.0,0.283400809717
2021-04-12,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-12,California,State,Delta,5.0,1.32,1.85714285714,0.526315789474
2021-04-12,California,State,Alpha,177.0,46.58,174.14285714285,49.352226720648
2021-04-13,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-13,California,State,Delta,6.0,1.42,2.14285714285,0.615510874025
2021-04-13,California,State,Beta,3.0,0.71,1.14285714285,0.328272466147
2021-04-13,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-13,California,State,Gamma,35.0,8.25,22.42857142857,6.442347148133
2021-04-13,California,State,Alpha,209.0,49.29,176.85714285714,50.800164136233
2021-04-13,California,State,Total,424.0,100.0,348.14285714285,100.0
2021-04-13,California,State,Lambda,1.0,0.24,0.85714285714,0.24620434961
2021-04-13,California,State,Other,93.0,21.93,72.71428571428,20.886335658597
2021-04-13,California,State,Epsilon,77.0,18.16,72.0,20.681165367255
2021-04-14,California,State,Total,352.0,100.0,333.85714285714,100.0
2021-04-14,California,State,Gamma,21.0,5.97,22.85714285714,6.846384253316
2021-04-14,California,State,Lambda,0.0,0.0,0.57142857142,0.171159606333
2021-04-14,California,State,Other,69.0,19.6,68.57142857142,20.539152759949
2021-04-14,California,State,Epsilon,52.0,14.77,60.85714285714,18.228498074454
2021-04-14,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-14,California,State,Delta,1.0,0.28,2.14285714285,0.641848523748
2021-04-14,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-14,California,State,Beta,0.0,0.0,1.14285714285,0.342319212666
2021-04-14,California,State,Alpha,209.0,59.38,177.71428571428,53.230637569534
2021-04-15,California,State,Total,379.0,100.0,339.0,100.0
2021-04-15,California,State,Delta,6.0,1.58,3.0,0.884955752212
2021-04-15,California,State,Gamma,27.0,7.12,22.85714285714,6.742520016856
2021-04-15,California,State,Other,70.0,18.47,69.57142857142,20.522545301306
2021-04-15,California,State,Lambda,0.0,0.0,0.57142857142,0.168563000421
2021-04-15,California,State,Beta,2.0,0.53,1.42857142857,0.421407501054
2021-04-15,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-15,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-15,California,State,Epsilon,71.0,18.73,62.57142857142,18.457648546144
2021-04-15,California,State,Alpha,203.0,53.56,179.0,52.802359882006
2021-04-16,California,State,Total,402.0,100.0,346.57142857142,100.0
2021-04-16,California,State,Epsilon,72.0,17.91,62.14285714285,17.930750206101
2021-04-16,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-16,California,State,Other,75.0,18.66,70.0,20.197856553998
2021-04-16,California,State,Lambda,3.0,0.75,0.71428571428,0.206100577082
2021-04-16,California,State,Beta,3.0,0.75,1.42857142857,0.412201154163
2021-04-16,California,State,Alpha,214.0,53.23,184.28571428571,53.173948887057
2021-04-16,California,State,Delta,5.0,1.24,3.71428571428,1.071723000824
2021-04-16,California,State,Gamma,30.0,7.46,24.28571428571,7.007419620775
2021-04-16,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-17,California,State,Beta,6.0,2.63,2.28571428571,0.675961132235
2021-04-17,California,State,Other,48.0,21.05,69.28571428571,20.49007182087
2021-04-17,California,State,Total,228.0,100.0,338.14285714285,100.0
2021-04-17,California,State,Delta,2.0,0.88,4.0,1.182931981411
2021-04-17,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-17,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-17,California,State,Lambda,0.0,0.0,0.71428571428,0.211237853823
2021-04-17,California,State,Alpha,118.0,51.75,178.85714285714,52.893958597381
2021-04-17,California,State,Epsilon,34.0,14.91,58.28571428571,17.23700887199
2021-04-17,California,State,Gamma,20.0,8.77,24.71428571428,7.30882974229
2021-04-18,California,State,Lambda,0.0,0.0,0.71428571428,0.21533161068
2021-04-18,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-18,California,State,Total,157.0,100.0,331.71428571428,100.0
2021-04-18,California,State,Epsilon,16.0,10.19,56.85714285714,17.140396210164
2021-04-18,California,State,Alpha,83.0,52.87,173.28571428571,52.239448751077
2021-04-18,California,State,Other,38.0,24.2,70.42857142857,21.231696813092
2021-04-18,California,State,Gamma,18.0,11.46,24.42857142857,7.364341085271
2021-04-18,California,State,Beta,0.0,0.0,2.14285714285,0.645994832041
2021-04-18,California,State,Delta,2.0,1.27,3.85714285714,1.162790697674
2021-04-18,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-19,California,State,Other,81.0,21.89,67.71428571428,20.501730103806
2021-04-19,California,State,Epsilon,51.0,13.78,53.28571428571,16.13321799308
2021-04-19,California,State,Lambda,3.0,0.81,1.0,0.30276816609
2021-04-19,California,State,Delta,10.0,2.7,4.57142857142,1.384083044983
2021-04-19,California,State,Total,370.0,100.0,330.28571428571,100.0
2021-04-19,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-19,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-19,California,State,Gamma,26.0,7.03,25.28571428571,7.655709342561
2021-04-19,California,State,Alpha,198.0,53.51,176.28571428571,53.373702422145
2021-04-19,California,State,Beta,1.0,0.27,2.14285714285,0.648788927336
2021-04-20,California,State,Alpha,213.0,61.74,176.85714285714,55.441110613524
2021-04-20,California,State,Lambda,2.0,0.58,1.14285714285,0.358262427228
2021-04-20,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-20,California,State,Gamma,20.0,5.8,23.14285714285,7.254814151366
2021-04-20,California,State,Total,345.0,100.0,319.0,100.0
2021-04-20,California,State,Epsilon,21.0,6.09,45.28571428571,14.196148678907
2021-04-20,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-20,California,State,Other,71.0,20.58,64.57142857142,20.241827138379
2021-04-20,California,State,Beta,4.0,1.16,2.28571428571,0.716524854456
2021-04-20,California,State,Delta,14.0,4.06,5.71428571428,1.79131213614
2021-04-21,California,State,Delta,6.0,2.03,6.42857142857,2.068014705882
2021-04-21,California,State,Other,62.0,21.02,63.57142857142,20.450367647059
2021-04-21,California,State,Total,295.0,100.0,310.85714285714,100.0
2021-04-21,California,State,Lambda,0.0,0.0,1.14285714285,0.367647058824
2021-04-21,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-21,California,State,Epsilon,31.0,10.51,42.28571428571,13.602941176471
2021-04-21,California,State,Beta,1.0,0.34,2.42857142857,0.78125
2021-04-21,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-21,California,State,Alpha,175.0,59.32,172.0,55.330882352941
2021-04-21,California,State,Gamma,20.0,6.78,23.0,7.398897058824
2021-04-22,California,State,Delta,10.0,2.99,7.0,2.299389957766
2021-04-22,California,State,Mu,1.0,0.3,0.14285714285,0.046926325669
2021-04-22,California,State,Gamma,25.0,7.49,22.71428571428,7.461285781323
2021-04-22,California,State,Other,83.0,24.85,65.42857142857,21.492257156265
2021-04-22,California,State,Lambda,1.0,0.3,1.28571428571,0.422336931018
2021-04-22,California,State,Beta,3.0,0.9,2.57142857142,0.844673862037
2021-04-22,California,State,Alpha,175.0,52.4,168.0,55.185358986391
2021-04-22,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-22,California,State,Total,334.0,100.0,304.42857142857,100.0
2021-04-22,California,State,Epsilon,36.0,10.78,37.28571428571,12.247770999531
2021-04-23,California,State,Epsilon,51.0,14.57,34.28571428571,11.544011544012
2021-04-23,California,State,Delta,9.0,2.57,7.57142857142,2.549302549303
2021-04-23,California,State,Mu,0.0,0.0,0.14285714285,0.0481000481
2021-04-23,California,State,Other,69.0,19.71,64.57142857142,21.741221741222
2021-04-23,California,State,Alpha,191.0,54.57,164.71428571428,55.459355459355
2021-04-23,California,State,Gamma,23.0,6.57,21.71428571428,7.311207311207
2021-04-23,California,State,Beta,3.0,0.86,2.57142857142,0.865800865801
2021-04-23,California,State,Lambda,4.0,1.14,1.42857142857,0.481000481
2021-04-23,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-23,California,State,Total,350.0,100.0,297.0,100.0
2021-04-24,California,State,Gamma,6.0,4.58,19.71428571428,6.962663975782
2021-04-24,California,State,Epsilon,13.0,9.92,31.28571428571,11.049445005045
2021-04-24,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-24,California,State,Lambda,3.0,2.29,1.85714285714,0.655903128153
2021-04-24,California,State,Total,131.0,100.0,283.14285714285,100.0
2021-04-24,California,State,Beta,0.0,0.0,1.71428571428,0.605449041372
2021-04-24,California,State,Other,25.0,19.08,61.28571428571,21.644803229062
2021-04-24,California,State,Mu,0.0,0.0,0.14285714285,0.050454086781
2021-04-24,California,State,Delta,5.0,3.82,8.0,2.825428859738
2021-04-24,California,State,Alpha,79.0,60.31,159.14285714285,56.205852674067
2021-04-25,California,State,Lambda,1.0,0.76,2.0,0.715746421268
2021-04-25,California,State,Mu,0.0,0.0,0.14285714285,0.051124744376
2021-04-25,California,State,Epsilon,11.0,8.4,30.57142857142,10.940695296524
2021-04-25,California,State,Total,131.0,100.0,279.42857142857,100.0
2021-04-25,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-25,California,State,Delta,8.0,6.11,8.85714285714,3.169734151329
2021-04-25,California,State,Alpha,67.0,51.15,156.85714285714,56.134969325153
2021-04-25,California,State,Beta,0.0,0.0,1.71428571428,0.613496932515
2021-04-25,California,State,Gamma,7.0,5.34,18.14285714285,6.492842535787
2021-04-25,California,State,Other,37.0,28.24,61.14285714285,21.881390593047
2021-04-26,California,State,Epsilon,33.0,9.14,28.0,10.066769388803
2021-04-26,California,State,Mu,0.0,0.0,0.14285714285,0.05136106831
2021-04-26,California,State,Gamma,30.0,8.31,18.71428571428,6.728299948639
2021-04-26,California,State,Lambda,5.0,1.39,2.28571428571,0.821777092964
2021-04-26,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-26,California,State,Total,361.0,100.0,278.14285714285,100.0
2021-04-26,California,State,Other,68.0,18.84,59.28571428571,21.314843348742
2021-04-26,California,State,Delta,11.0,3.05,9.0,3.235747303544
2021-04-26,California,State,Alpha,211.0,58.45,158.71428571428,57.062146892655
2021-04-26,California,State,Beta,3.0,0.83,2.0,0.719054956343
2021-04-27,California,State,Other,73.0,21.04,59.57142857142,21.395587480759
2021-04-27,California,State,Gamma,23.0,6.63,19.14285714285,6.87532067727
2021-04-27,California,State,Delta,12.0,3.46,8.71428571428,3.129810159056
2021-04-27,California,State,Epsilon,30.0,8.65,29.28571428571,10.518214468958
2021-04-27,California,State,Alpha,202.0,58.21,157.14285714285,56.439199589533
2021-04-27,California,State,Mu,3.0,0.86,0.57142857142,0.205233453053
2021-04-27,California,State,Beta,1.0,0.29,1.57142857142,0.564391995895
2021-04-27,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-27,California,State,Lambda,3.0,0.86,2.42857142857,0.872242175475
2021-04-27,California,State,Total,347.0,100.0,278.42857142857,100.0
2021-04-28,California,State,Lambda,6.0,1.49,3.28571428571,1.1175898931
2021-04-28,California,State,Other,100.0,24.75,65.0,22.108843537415
2021-04-28,California,State,Alpha,207.0,51.24,161.71428571428,55.004859086492
2021-04-28,California,State,Epsilon,37.0,9.16,30.14285714285,10.25267249757
2021-04-28,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-28,California,State,Delta,16.0,3.96,10.14285714285,3.449951409135
2021-04-28,California,State,Total,404.0,100.0,294.0,100.0
2021-04-28,California,State,Beta,5.0,1.24,2.14285714285,0.728862973761
2021-04-28,California,State,Gamma,32.0,7.92,20.85714285714,7.09426627794
2021-04-28,California,State,Mu,1.0,0.25,0.71428571428,0.242954324587
2021-04-29,California,State,Other,73.0,20.28,63.57142857142,21.353166986564
2021-04-29,California,State,Gamma,29.0,8.06,21.42857142857,7.197696737044
2021-04-29,California,State,Beta,7.0,1.94,2.71428571428,0.911708253359
2021-04-29,California,State,Alpha,193.0,53.61,164.28571428571,55.182341650672
2021-04-29,California,State,Lambda,2.0,0.56,3.42857142857,1.151631477927
2021-04-29,California,State,Epsilon,37.0,10.28,30.28571428571,10.172744721689
2021-04-29,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-29,California,State,Total,360.0,100.0,297.71428571428,100.0
2021-04-29,California,State,Delta,19.0,5.28,11.42857142857,3.83877159309
2021-04-29,California,State,Mu,0.0,0.0,0.57142857142,0.191938579655
2021-04-30,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-30,California,State,Alpha,197.0,62.34,165.14285714285,56.390243902439
2021-04-30,California,State,Gamma,23.0,7.28,21.42857142857,7.317073170732
2021-04-30,California,State,Mu,0.0,0.0,0.57142857142,0.19512195122
2021-04-30,California,State,Total,316.0,100.0,292.85714285714,100.0
2021-04-30,California,State,Other,54.0,17.09,61.42857142857,20.975609756098
2021-04-30,California,State,Beta,1.0,0.32,2.42857142857,0.829268292683
2021-04-30,California,State,Epsilon,22.0,6.96,26.14285714285,8.926829268293
2021-04-30,California,State,Lambda,3.0,0.95,3.28571428571,1.121951219512
2021-04-30,California,State,Delta,16.0,5.06,12.42857142857,4.243902439024
2021-05-01,California,State,Total,225.0,100.0,306.28571428571,100.0
2021-05-01,California,State,Delta,14.0,6.22,13.71428571428,4.477611940299
2021-05-01,California,State,Mu,0.0,0.0,0.57142857142,0.186567164179
2021-05-01,California,State,Beta,6.0,2.67,3.28571428571,1.07276119403
2021-05-01,California,State,Alpha,128.0,56.89,172.14285714285,56.203358208955
2021-05-01,California,State,Epsilon,26.0,11.56,28.0,9.141791044776
2021-05-01,California,State,Lambda,0.0,0.0,2.85714285714,0.932835820896
2021-05-01,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-01,California,State,Gamma,23.0,10.22,23.85714285714,7.789179104478
2021-05-01,California,State,Other,28.0,12.44,61.85714285714,20.195895522388
2021-05-02,California,State,Delta,9.0,7.09,13.85714285714,4.532710280374
2021-05-02,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-02,California,State,Lambda,1.0,0.79,2.85714285714,0.934579439252
2021-05-02,California,State,Gamma,4.0,3.15,23.42857142857,7.663551401869
2021-05-02,California,State,Total,127.0,100.0,305.71428571428,100.0
2021-05-02,California,State,Beta,0.0,0.0,3.28571428571,1.07476635514
2021-05-02,California,State,Other,39.0,30.71,62.14285714285,20.327102803738
2021-05-02,California,State,Alpha,65.0,51.18,171.85714285714,56.214953271028
2021-05-02,California,State,Epsilon,8.0,6.3,27.57142857142,9.018691588785
2021-05-02,California,State,Mu,1.0,0.79,0.71428571428,0.233644859813
2021-05-03,California,State,Delta,11.0,3.48,13.85714285714,4.630071599045
2021-05-03,California,State,Beta,3.0,0.95,3.28571428571,1.09785202864
2021-05-03,California,State,Epsilon,23.0,7.28,26.14285714285,8.73508353222
2021-05-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-03,California,State,Mu,0.0,0.0,0.71428571428,0.238663484487
2021-05-03,California,State,Other,71.0,22.47,62.57142857142,20.90692124105
2021-05-03,California,State,Total,316.0,100.0,299.28571428571,100.0
2021-05-03,California,State,Alpha,180.0,56.96,167.42857142857,55.942720763723
2021-05-03,California,State,Gamma,25.0,7.91,22.71428571428,7.589498806683
2021-05-03,California,State,Lambda,3.0,0.95,2.57142857142,0.859188544153
2021-05-04,California,State,Delta,18.0,5.41,14.71428571428,4.949543488707
2021-05-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-04,California,State,Beta,5.0,1.5,3.85714285714,1.297453147525
2021-05-04,California,State,Other,59.0,17.72,60.57142857142,20.374819798174
2021-05-04,California,State,Mu,3.0,0.9,0.71428571428,0.240269101394
2021-05-04,California,State,Lambda,2.0,0.6,2.42857142857,0.816914944738
2021-05-04,California,State,Alpha,187.0,56.16,165.28571428571,55.59827006247
2021-05-04,California,State,Total,333.0,100.0,297.28571428571,100.0
2021-05-04,California,State,Gamma,30.0,9.01,23.71428571428,7.976934166266
2021-05-04,California,State,Epsilon,29.0,8.71,26.0,8.745795290726
2021-05-05,California,State,Other,73.0,21.99,56.71428571428,19.761075161772
2021-05-05,California,State,Total,332.0,100.0,287.0,100.0
2021-05-05,California,State,Alpha,180.0,54.22,161.42857142857,56.246888999502
2021-05-05,California,State,Lambda,6.0,1.81,2.42857142857,0.846192135391
2021-05-05,California,State,Epsilon,22.0,6.63,23.85714285714,8.312593330015
2021-05-05,California,State,Beta,0.0,0.0,3.14285714285,1.095072175212
2021-05-05,California,State,Delta,18.0,5.42,15.0,5.226480836237
2021-05-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-05,California,State,Mu,1.0,0.3,0.71428571428,0.248880039821
2021-05-05,California,State,Gamma,32.0,9.64,23.71428571428,8.262817322051
2021-05-06,California,State,Beta,2.0,0.58,2.42857142857,0.853842290306
2021-05-06,California,State,Alpha,196.0,57.31,161.85714285714,56.906077348066
2021-05-06,California,State,Mu,1.0,0.29,0.85714285714,0.301356102461
2021-05-06,California,State,Other,68.0,19.88,56.0,19.688598694124
2021-05-06,California,State,Delta,19.0,5.56,15.0,5.273731793069
2021-05-06,California,State,Gamma,33.0,9.65,24.28571428571,8.538422903064
2021-05-06,California,State,Total,342.0,100.0,284.42857142857,100.0
2021-05-06,California,State,Epsilon,21.0,6.14,21.57142857142,7.584128578604
2021-05-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-06,California,State,Lambda,2.0,0.58,2.42857142857,0.853842290306
2021-05-07,California,State,Alpha,152.0,57.14,155.42857142857,56.053580628542
2021-05-07,California,State,Beta,2.0,0.75,2.57142857142,0.927357032457
2021-05-07,California,State,Total,266.0,100.0,277.28571428571,100.0
2021-05-07,California,State,Delta,21.0,7.89,15.71428571428,5.667181865018
2021-05-07,California,State,Epsilon,19.0,7.14,21.14285714285,7.624935600206
2021-05-07,California,State,Lambda,0.0,0.0,2.0,0.721277691911
2021-05-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-07,California,State,Other,49.0,18.42,55.28571428571,19.938176197836
2021-05-07,California,State,Mu,0.0,0.0,0.85714285714,0.309119010819
2021-05-07,California,State,Gamma,23.0,8.65,24.28571428571,8.75837197321
2021-05-08,California,State,Epsilon,3.0,1.99,17.85714285714,6.695232994108
2021-05-08,California,State,Gamma,8.0,5.3,22.14285714285,8.302088912694
2021-05-08,California,State,Total,151.0,100.0,266.71428571428,100.0
2021-05-08,California,State,Other,25.0,16.56,54.85714285714,20.5677557579
2021-05-08,California,State,Lambda,2.0,1.32,2.28571428571,0.856989823246
2021-05-08,California,State,Alpha,100.0,66.23,151.42857142857,56.775575790037
2021-05-08,California,State,Beta,0.0,0.0,1.71428571428,0.642742367434
2021-05-08,California,State,Delta,10.0,6.62,15.14285714285,5.677557579004
2021-05-08,California,State,Mu,3.0,1.99,1.28571428571,0.482056775576
2021-05-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-09,California,State,Total,109.0,100.0,264.14285714285,100.0
2021-05-09,California,State,Epsilon,2.0,1.83,17.0,6.435911303407
2021-05-09,California,State,Alpha,65.0,59.63,151.42857142857,57.328285559762
2021-05-09,California,State,Other,16.0,14.68,51.57142857142,19.524067063277
2021-05-09,California,State,Lambda,9.0,8.26,3.42857142857,1.297998918334
2021-05-09,California,State,Delta,4.0,3.67,14.42857142857,5.462412114657
2021-05-09,California,State,Gamma,12.0,11.01,23.28571428571,8.81557598702
2021-05-09,California,State,Beta,0.0,0.0,1.71428571428,0.648999459167
2021-05-09,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-09,California,State,Mu,1.0,0.92,1.28571428571,0.486749594375
2021-05-10,California,State,Lambda,2.0,0.85,3.28571428571,1.300904977376
2021-05-10,California,State,Mu,0.0,0.0,1.28571428571,0.509049773756
