date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-07-26,California,State,Alpha,24.0,1.0,22.14285714285,1.226459882893
2021-07-26,California,State,Lambda,3.0,0.12,1.71428571428,0.094951732869
2021-07-26,California,State,Total,2402.0,100.0,1805.42857142857,100.0
2021-07-26,California,State,Beta,0.0,0.0,0.28571428571,0.015825288812
2021-07-26,California,State,Gamma,9.0,0.37,11.28571428571,0.625098908055
2021-07-27,California,State,Beta,0.0,0.0,0.14285714285,0.007684623069
2021-07-27,California,State,Epsilon,0.0,0.0,0.57142857142,0.030738492277
2021-07-27,California,State,Total,2316.0,100.0,1859.0,100.0
2021-07-27,California,State,Omicron,1.0,0.04,0.14285714285,0.007684623069
2021-07-27,California,State,Lambda,1.0,0.04,1.85714285714,0.0999000999
2021-07-27,California,State,Other,28.0,1.21,31.42857142857,1.690617075232
2021-07-27,California,State,Gamma,6.0,0.26,10.0,0.537923614847
2021-07-27,California,State,Mu,25.0,1.08,23.57142857142,1.267962806424
2021-07-27,California,State,Alpha,26.0,1.12,21.28571428571,1.145008837317
2021-07-27,California,State,Delta,2229.0,96.24,1770.0,95.212479827864
2021-07-28,California,State,Epsilon,0.0,0.0,0.42857142857,0.022751403003
2021-07-28,California,State,Alpha,17.0,0.74,17.71428571428,0.940391324132
2021-07-28,California,State,Mu,16.0,0.7,21.71428571428,1.152737752161
2021-07-28,California,State,Other,18.0,0.78,27.42857142857,1.456089792204
2021-07-28,California,State,Omicron,0.0,0.0,0.14285714285,0.007583801001
2021-07-28,California,State,Total,2300.0,100.0,1883.71428571428,100.0
2021-07-28,California,State,Beta,0.0,0.0,0.14285714285,0.007583801001
2021-07-28,California,State,Lambda,2.0,0.09,2.14285714285,0.113757015016
2021-07-28,California,State,Delta,2233.0,97.09,1804.85714285714,95.813741847414
2021-07-28,California,State,Gamma,14.0,0.61,9.14285714285,0.485363264068
2021-07-29,California,State,Beta,0.0,0.0,0.14285714285,0.007081651441
2021-07-29,California,State,Lambda,1.0,0.03,1.85714285714,0.092061468735
2021-07-29,California,State,Other,40.0,1.38,27.0,1.338432122371
2021-07-29,California,State,Gamma,22.0,0.76,10.28571428571,0.50987890376
2021-07-29,California,State,Omicron,0.0,0.0,0.14285714285,0.007081651441
2021-07-29,California,State,Mu,24.0,0.83,20.85714285714,1.033921110403
2021-07-29,California,State,Epsilon,0.0,0.0,0.42857142857,0.021244954323
2021-07-29,California,State,Alpha,23.0,0.79,18.14285714285,0.899369733022
2021-07-29,California,State,Delta,2792.0,96.21,1938.42857142857,96.090928404504
2021-07-29,California,State,Total,2902.0,100.0,2017.28571428571,100.0
2021-07-30,California,State,Lambda,3.0,0.11,2.28571428571,0.107476321623
2021-07-30,California,State,Gamma,12.0,0.43,10.14285714285,0.476926177202
2021-07-30,California,State,Mu,13.0,0.47,20.28571428571,0.953852354403
2021-07-30,California,State,Alpha,20.0,0.72,18.14285714285,0.853093302882
2021-07-30,California,State,Epsilon,0.0,0.0,0.28571428571,0.013434540203
2021-07-30,California,State,Other,23.0,0.83,25.0,1.17552226775
2021-07-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-07-30,California,State,Omicron,0.0,0.0,0.14285714285,0.006717270101
2021-07-30,California,State,Delta,2693.0,97.43,2050.42857142857,96.412977765836
2021-07-30,California,State,Total,2764.0,100.0,2126.71428571428,100.0
2021-07-31,California,State,Gamma,8.0,0.43,10.71428571428,0.490934083917
2021-07-31,California,State,Lambda,3.0,0.16,1.85714285714,0.085095241212
2021-07-31,California,State,Other,15.0,0.81,25.14285714285,1.152058650259
2021-07-31,California,State,Total,1853.0,100.0,2182.42857142857,100.0
2021-07-31,California,State,Alpha,8.0,0.43,17.85714285714,0.818223473195
2021-07-31,California,State,Omicron,0.0,0.0,0.14285714285,0.006545787786
2021-07-31,California,State,Mu,27.0,1.46,21.14285714285,0.968776592263
2021-07-31,California,State,Beta,0.0,0.0,0.0,0.0
2021-07-31,California,State,Epsilon,0.0,0.0,0.28571428571,0.013091575571
2021-07-31,California,State,Delta,1792.0,96.71,2105.28571428571,96.465274595798
2021-08-01,California,State,Lambda,0.0,0.0,1.85714285714,0.084131504012
2021-08-01,California,State,Gamma,6.0,0.66,11.0,0.49831736992
2021-08-01,California,State,Alpha,4.0,0.44,17.42857142857,0.789541806886
2021-08-01,California,State,Epsilon,0.0,0.0,0.28571428571,0.01294330831
2021-08-01,California,State,Total,915.0,100.0,2207.42857142857,100.0
2021-08-01,California,State,Mu,1.0,0.11,18.85714285714,0.854258348434
2021-08-01,California,State,Delta,900.0,98.36,2133.85714285714,96.667098110277
2021-08-01,California,State,Other,4.0,0.44,24.0,1.087237898007
2021-08-01,California,State,Omicron,0.0,0.0,0.14285714285,0.006471654155
2021-08-01,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-02,California,State,Lambda,1.0,0.03,1.57142857142,0.068535825545
2021-08-02,California,State,Alpha,16.0,0.53,16.28571428571,0.710280373832
2021-08-02,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-02,California,State,Delta,2946.0,98.2,2226.42857142857,97.102803738318
2021-08-02,California,State,Other,19.0,0.63,21.0,0.915887850467
2021-08-02,California,State,Omicron,0.0,0.0,0.14285714285,0.006230529595
2021-08-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-02,California,State,Mu,7.0,0.23,16.14285714285,0.704049844237
2021-08-02,California,State,Total,3000.0,100.0,2292.85714285714,100.0
2021-08-02,California,State,Gamma,11.0,0.37,11.28571428571,0.492211838006
2021-08-03,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-03,California,State,Lambda,2.0,0.06,1.71428571428,0.070311126736
2021-08-03,California,State,Gamma,8.0,0.24,11.57142857142,0.474600105467
2021-08-03,California,State,Alpha,11.0,0.33,14.14285714285,0.58006679557
2021-08-03,California,State,Delta,3277.0,98.32,2376.14285714285,97.457080916388
2021-08-03,California,State,Other,20.0,0.6,19.85714285714,0.814437218023
2021-08-03,California,State,Total,3333.0,100.0,2438.14285714285,100.0
2021-08-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-03,California,State,Mu,15.0,0.45,14.71428571428,0.603503837816
2021-08-04,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-04,California,State,Alpha,9.0,0.31,13.0,0.514037168841
2021-08-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-04,California,State,Mu,3.0,0.1,12.85714285714,0.508388408744
2021-08-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-04,California,State,Total,2936.0,100.0,2529.0,100.0
2021-08-04,California,State,Other,31.0,1.06,21.71428571428,0.858611534768
2021-08-04,California,State,Delta,2876.0,97.96,2468.0,97.587979438513
2021-08-04,California,State,Lambda,3.0,0.1,1.85714285714,0.073433881263
2021-08-04,California,State,Gamma,14.0,0.48,11.57142857142,0.45754956787
2021-08-05,California,State,Total,3061.0,100.0,2551.71428571428,100.0
2021-08-05,California,State,Alpha,6.0,0.2,10.57142857142,0.414287313851
2021-08-05,California,State,Mu,11.0,0.36,11.0,0.431082745493
2021-08-05,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-05,California,State,Delta,3002.0,98.07,2498.0,97.894972567462
2021-08-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-05,California,State,Lambda,1.0,0.03,1.85714285714,0.072780203785
2021-08-05,California,State,Other,25.0,0.82,19.57142857142,0.766991378345
2021-08-05,California,State,Gamma,16.0,0.52,10.71428571428,0.419885791065
2021-08-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-06,California,State,Lambda,0.0,0.0,1.42857142857,0.056078959175
2021-08-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-06,California,State,Gamma,16.0,0.59,11.28571428571,0.443023777479
2021-08-06,California,State,Delta,2685.0,98.21,2496.85714285714,98.014804845222
2021-08-06,California,State,Mu,12.0,0.44,10.85714285714,0.426200089726
2021-08-06,California,State,Other,14.0,0.51,18.28571428571,0.717810677434
2021-08-06,California,State,Total,2734.0,100.0,2547.42857142857,100.0
2021-08-06,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-06,California,State,Alpha,7.0,0.26,8.71428571428,0.342081650965
2021-08-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-07,California,State,Lambda,1.0,0.05,1.14285714285,0.044538470104
2021-08-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-07,California,State,Total,1983.0,100.0,2566.0,100.0
2021-08-07,California,State,Mu,9.0,0.45,8.28571428571,0.322903908251
2021-08-07,California,State,Other,6.0,0.3,17.0,0.66250974279
2021-08-07,California,State,Delta,1952.0,98.44,2519.71428571428,98.196191960806
2021-08-07,California,State,Alpha,3.0,0.15,8.0,0.311769290725
2021-08-07,California,State,Gamma,12.0,0.61,11.85714285714,0.462086627324
2021-08-07,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-08,California,State,Delta,639.0,97.86,2482.42857142857,98.175141242938
2021-08-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-08,California,State,Gamma,5.0,0.77,11.71428571428,0.463276836158
2021-08-08,California,State,Lambda,0.0,0.0,1.14285714285,0.045197740113
2021-08-08,California,State,Alpha,1.0,0.15,7.57142857142,0.299435028249
2021-08-08,California,State,Total,653.0,100.0,2528.57142857142,100.0
2021-08-08,California,State,Mu,1.0,0.15,8.28571428571,0.327683615819
2021-08-08,California,State,Other,7.0,1.07,17.42857142857,0.689265536723
2021-08-08,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-09,California,State,Lambda,2.0,0.06,1.28571428571,0.050372194549
2021-08-09,California,State,Mu,3.0,0.09,7.71428571428,0.302233167292
2021-08-09,California,State,Total,3167.0,100.0,2552.42857142857,100.0
2021-08-09,California,State,Other,17.0,0.54,17.14285714285,0.671629260648
2021-08-09,California,State,Omicron,1.0,0.03,0.14285714285,0.005596910505
2021-08-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-09,California,State,Delta,3128.0,98.77,2508.42857142857,98.276151564336
2021-08-09,California,State,Gamma,10.0,0.32,11.57142857142,0.453349750937
2021-08-09,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-09,California,State,Alpha,6.0,0.19,6.14285714285,0.240667151732
2021-08-10,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-10,California,State,Other,13.0,0.42,16.14285714285,0.642227905655
2021-08-10,California,State,Lambda,1.0,0.03,1.14285714285,0.045467462347
2021-08-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-10,California,State,Alpha,5.0,0.16,5.28571428571,0.210287013356
2021-08-10,California,State,Gamma,7.0,0.23,11.42857142857,0.454674623473
2021-08-10,California,State,Mu,9.0,0.29,6.85714285714,0.272804774084
2021-08-10,California,State,Total,3061.0,100.0,2513.57142857142,100.0
2021-08-10,California,State,Omicron,1.0,0.03,0.28571428571,0.011366865587
2021-08-10,California,State,Delta,3025.0,98.82,2472.42857142857,98.363171355499
2021-08-11,California,State,Mu,5.0,0.18,7.14285714285,0.287009930544
2021-08-11,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-11,California,State,Alpha,11.0,0.4,5.57142857142,0.223867745824
2021-08-11,California,State,Omicron,0.0,0.0,0.28571428571,0.011480397222
2021-08-11,California,State,Lambda,0.0,0.0,0.71428571428,0.028700993054
2021-08-11,California,State,Gamma,3.0,0.11,9.85714285714,0.39607370415
2021-08-11,California,State,Delta,2739.0,99.17,2452.85714285714,98.559210148671
2021-08-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-11,California,State,Other,4.0,0.14,12.28571428571,0.493657080535
2021-08-11,California,State,Total,2762.0,100.0,2488.71428571428,100.0
2021-08-12,California,State,Total,2230.0,100.0,2370.0,100.0
2021-08-12,California,State,Lambda,1.0,0.04,0.71428571428,0.030138637734
2021-08-12,California,State,Other,3.0,0.13,9.14285714285,0.38577456299
2021-08-12,California,State,Gamma,6.0,0.27,8.42857142857,0.355635925256
2021-08-12,California,State,Alpha,2.0,0.09,5.0,0.210970464135
2021-08-12,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-12,California,State,Mu,4.0,0.18,6.14285714285,0.259192284509
2021-08-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-12,California,State,Omicron,0.0,0.0,0.28571428571,0.012055455093
2021-08-12,California,State,Delta,2214.0,99.28,2340.28571428571,98.746232670283
2021-08-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-13,California,State,Delta,1643.0,99.21,2191.42857142857,98.891181021145
2021-08-13,California,State,Mu,3.0,0.18,4.85714285714,0.219185146983
2021-08-13,California,State,Lambda,0.0,0.0,0.71428571428,0.03223310985
2021-08-13,California,State,Gamma,5.0,0.3,6.85714285714,0.309437854564
2021-08-13,California,State,Other,2.0,0.12,7.42857142857,0.335224342445
2021-08-13,California,State,Alpha,2.0,0.12,4.28571428571,0.193398659103
2021-08-13,California,State,Total,1656.0,100.0,2216.0,100.0
2021-08-13,California,State,Omicron,1.0,0.06,0.42857142857,0.01933986591
2021-08-13,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-14,California,State,Gamma,1.0,0.09,5.28571428571,0.251957780048
2021-08-14,California,State,Mu,1.0,0.09,3.71428571428,0.177051413006
2021-08-14,California,State,Alpha,0.0,0.0,3.85714285714,0.183861082737
2021-08-14,California,State,Delta,1152.0,99.65,2077.14285714285,99.012597889002
2021-08-14,California,State,Other,0.0,0.0,6.57142857142,0.313244807627
2021-08-14,California,State,Omicron,2.0,0.17,0.71428571428,0.034048348655
2021-08-14,California,State,Lambda,0.0,0.0,0.57142857142,0.027238678924
2021-08-14,California,State,Total,1156.0,100.0,2097.85714285714,100.0
2021-08-14,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-15,California,State,Lambda,0.0,0.0,0.57142857142,0.027633851468
2021-08-15,California,State,Mu,1.0,0.23,3.71428571428,0.179620034542
2021-08-15,California,State,Delta,436.0,98.42,2048.14285714285,99.046632124352
2021-08-15,California,State,Other,2.0,0.45,5.85714285714,0.283246977547
2021-08-15,California,State,Omicron,4.0,0.9,1.28571428571,0.062176165803
2021-08-15,California,State,Gamma,0.0,0.0,4.57142857142,0.221070811744
2021-08-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-15,California,State,Alpha,0.0,0.0,3.71428571428,0.179620034542
2021-08-15,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-15,California,State,Total,443.0,100.0,2067.85714285714,100.0
2021-08-16,California,State,Mu,1.0,0.05,3.42857142857,0.180668473351
2021-08-16,California,State,Lambda,0.0,0.0,0.28571428571,0.015055706113
2021-08-16,California,State,Alpha,4.0,0.2,3.42857142857,0.180668473351
2021-08-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-16,California,State,Gamma,1.0,0.05,3.28571428571,0.173140620295
2021-08-16,California,State,Other,10.0,0.51,4.85714285714,0.255947003914
2021-08-16,California,State,Total,1976.0,100.0,1897.71428571428,100.0
2021-08-16,California,State,Delta,1959.0,99.14,1881.14285714285,99.126769045468
2021-08-16,California,State,Omicron,1.0,0.05,1.28571428571,0.067750677507
2021-08-16,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-17,California,State,Lambda,0.0,0.0,0.14285714285,0.008528057309
2021-08-17,California,State,Delta,1493.0,99.33,1662.28571428571,99.232474842231
2021-08-17,California,State,Alpha,2.0,0.13,3.0,0.179089203479
2021-08-17,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-17,California,State,Total,1503.0,100.0,1675.14285714285,100.0
2021-08-17,California,State,Omicron,1.0,0.07,1.28571428571,0.076752515777
2021-08-17,California,State,Mu,1.0,0.07,2.28571428571,0.136448916937
2021-08-17,California,State,Gamma,0.0,0.0,2.28571428571,0.136448916937
2021-08-17,California,State,Other,6.0,0.4,3.85714285714,0.230257547331
2021-08-18,California,State,Lambda,2.0,0.15,0.42857142857,0.029163021289
2021-08-18,California,State,Mu,3.0,0.23,2.0,0.136094099349
2021-08-18,California,State,Delta,1306.0,98.72,1457.57142857142,99.183435403908
2021-08-18,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-18,California,State,Alpha,1.0,0.08,1.57142857142,0.10693107806
2021-08-18,California,State,Omicron,0.0,0.0,1.28571428571,0.087489063867
2021-08-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-18,California,State,Gamma,4.0,0.3,2.42857142857,0.165257120638
2021-08-18,California,State,Other,7.0,0.53,4.28571428571,0.29163021289
2021-08-18,California,State,Total,1323.0,100.0,1469.57142857142,100.0
2021-08-19,California,State,Mu,0.0,0.0,1.42857142857,0.106292517007
2021-08-19,California,State,Lambda,1.0,0.07,0.42857142857,0.031887755102
2021-08-19,California,State,Omicron,1.0,0.07,1.42857142857,0.106292517007
2021-08-19,California,State,Total,1351.0,100.0,1344.0,100.0
2021-08-19,California,State,Alpha,2.0,0.15,1.57142857142,0.116921768707
2021-08-19,California,State,Epsilon,5.0,0.37,0.71428571428,0.053146258503
2021-08-19,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-19,California,State,Other,9.0,0.67,5.14285714285,0.382653061224
2021-08-19,California,State,Delta,1332.0,98.59,1331.57142857142,99.075255102041
2021-08-19,California,State,Gamma,1.0,0.07,1.71428571428,0.127551020408
2021-08-20,California,State,Gamma,3.0,0.21,1.42857142857,0.10858942339
2021-08-20,California,State,Other,29.0,1.99,9.0,0.684113367358
2021-08-20,California,State,Total,1457.0,100.0,1315.57142857142,100.0
2021-08-20,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-20,California,State,Mu,3.0,0.21,1.42857142857,0.10858942339
2021-08-20,California,State,Alpha,2.0,0.14,1.57142857142,0.119448365729
2021-08-20,California,State,Lambda,0.0,0.0,0.42857142857,0.032576827017
2021-08-20,California,State,Omicron,0.0,0.0,1.28571428571,0.097730481051
2021-08-20,California,State,Epsilon,4.0,0.27,1.28571428571,0.097730481051
2021-08-20,California,State,Delta,1416.0,97.19,1299.14285714285,98.751221631013
2021-08-21,California,State,Alpha,2.0,0.2,1.85714285714,0.14386896857
2021-08-21,California,State,Gamma,0.0,0.0,1.28571428571,0.099601593625
2021-08-21,California,State,Lambda,0.0,0.0,0.42857142857,0.033200531208
2021-08-21,California,State,Mu,2.0,0.2,1.57142857142,0.121735281098
2021-08-21,California,State,Total,983.0,100.0,1290.85714285714,100.0
2021-08-21,California,State,Delta,972.0,98.88,1273.42857142857,98.649845064188
2021-08-21,California,State,Epsilon,0.0,0.0,1.28571428571,0.099601593625
2021-08-21,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-21,California,State,Other,7.0,0.71,10.0,0.774679061532
2021-08-21,California,State,Omicron,0.0,0.0,1.0,0.077467906153
2021-08-22,California,State,Mu,0.0,0.0,1.42857142857,0.111148160498
2021-08-22,California,State,Delta,401.0,99.26,1268.42857142857,98.688451706124
2021-08-22,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-22,California,State,Other,2.0,0.5,10.0,0.778037123486
2021-08-22,California,State,Total,404.0,100.0,1285.28571428571,100.0
2021-08-22,California,State,Alpha,0.0,0.0,1.85714285714,0.144492608647
2021-08-22,California,State,Gamma,0.0,0.0,1.28571428571,0.100033344448
2021-08-22,California,State,Lambda,0.0,0.0,0.42857142857,0.033344448149
2021-08-22,California,State,Epsilon,0.0,0.0,1.28571428571,0.100033344448
2021-08-22,California,State,Omicron,1.0,0.25,0.57142857142,0.044459264199
2021-08-23,California,State,Delta,1767.0,99.21,1241.0,98.693478754828
2021-08-23,California,State,Total,1781.0,100.0,1257.42857142857,100.0
2021-08-23,California,State,Omicron,0.0,0.0,0.42857142857,0.034083162918
2021-08-23,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-23,California,State,Mu,0.0,0.0,1.28571428571,0.102249488753
2021-08-23,California,State,Gamma,0.0,0.0,1.14285714285,0.090888434447
2021-08-23,California,State,Alpha,3.0,0.17,1.71428571428,0.13633265167
2021-08-23,California,State,Other,11.0,0.62,10.14285714285,0.806634855715
2021-08-23,California,State,Lambda,0.0,0.0,0.42857142857,0.034083162918
2021-08-23,California,State,Epsilon,0.0,0.0,1.28571428571,0.102249488753
2021-08-24,California,State,Total,1721.0,100.0,1288.57142857142,100.0
2021-08-24,California,State,Omicron,1.0,0.06,0.42857142857,0.033259423503
2021-08-24,California,State,Epsilon,0.0,0.0,1.28571428571,0.09977827051
2021-08-24,California,State,Mu,1.0,0.06,1.28571428571,0.09977827051
2021-08-24,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-24,California,State,Gamma,0.0,0.0,1.14285714285,0.088691796009
2021-08-24,California,State,Other,49.0,2.85,16.28571428571,1.263858093126
2021-08-24,California,State,Lambda,0.0,0.0,0.42857142857,0.033259423503
2021-08-24,California,State,Delta,1670.0,97.04,1266.28571428571,98.270509977827
2021-08-24,California,State,Alpha,0.0,0.0,1.42857142857,0.110864745011
2021-08-25,California,State,Delta,1213.0,99.18,1253.0,98.329596412556
2021-08-25,California,State,Mu,0.0,0.0,0.85714285714,0.067264573991
2021-08-25,California,State,Lambda,1.0,0.08,0.28571428571,0.022421524664
2021-08-25,California,State,Other,7.0,0.57,16.28571428571,1.27802690583
2021-08-25,California,State,Epsilon,0.0,0.0,1.28571428571,0.100896860987
2021-08-25,California,State,Alpha,1.0,0.08,1.42857142857,0.112107623318
2021-08-25,California,State,Omicron,0.0,0.0,0.42857142857,0.033632286996
2021-08-25,California,State,Total,1223.0,100.0,1274.28571428571,100.0
2021-08-25,California,State,Gamma,1.0,0.08,0.71428571428,0.056053811659
2021-08-25,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-26,California,State,Delta,1157.0,99.23,1228.0,98.408700629651
2021-08-26,California,State,Lambda,0.0,0.0,0.14285714285,0.011448196909
2021-08-26,California,State,Mu,1.0,0.09,1.0,0.080137378363
2021-08-26,California,State,Gamma,0.0,0.0,0.57142857142,0.045792787636
2021-08-26,California,State,Omicron,0.0,0.0,0.28571428571,0.022896393818
2021-08-26,California,State,Alpha,1.0,0.09,1.28571428571,0.103033772181
2021-08-26,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-26,California,State,Other,7.0,0.6,16.0,1.282198053807
2021-08-26,California,State,Epsilon,0.0,0.0,0.57142857142,0.045792787636
2021-08-26,California,State,Total,1166.0,100.0,1247.85714285714,100.0
2021-08-27,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-27,California,State,Omicron,1.0,0.09,0.42857142857,0.035642152786
2021-08-27,California,State,Total,1139.0,100.0,1202.42857142857,100.0
2021-08-27,California,State,Mu,0.0,0.0,0.57142857142,0.047522870381
2021-08-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-27,California,State,Alpha,2.0,0.18,1.28571428571,0.106926458358
2021-08-27,California,State,Lambda,0.0,0.0,0.14285714285,0.011880717595
2021-08-27,California,State,Other,15.0,1.32,14.0,1.164310324344
2021-08-27,California,State,Gamma,1.0,0.09,0.28571428571,0.023761435191
2021-08-27,California,State,Delta,1120.0,98.33,1185.71428571428,98.609956041345
2021-08-28,California,State,Total,980.0,100.0,1202.0,100.0
2021-08-28,California,State,Alpha,1.0,0.1,1.14285714285,0.095079629189
2021-08-28,California,State,Gamma,0.0,0.0,0.28571428571,0.023769907297
2021-08-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-28,California,State,Mu,0.0,0.0,0.28571428571,0.023769907297
2021-08-28,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-28,California,State,Omicron,0.0,0.0,0.42857142857,0.035654860946
2021-08-28,California,State,Other,1.0,0.1,13.14285714285,1.093415735679
2021-08-28,California,State,Delta,978.0,99.8,1186.57142857142,98.716425005942
2021-08-28,California,State,Lambda,0.0,0.0,0.14285714285,0.011884953649
2021-08-29,California,State,Omicron,0.0,0.0,0.28571428571,0.023738872404
2021-08-29,California,State,Alpha,0.0,0.0,1.14285714285,0.094955489614
2021-08-29,California,State,Delta,410.0,98.8,1187.85714285714,98.694362017804
2021-08-29,California,State,Gamma,0.0,0.0,0.28571428571,0.023738872404
2021-08-29,California,State,Mu,0.0,0.0,0.28571428571,0.023738872404
2021-08-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-29,California,State,Total,415.0,100.0,1203.57142857142,100.0
2021-08-29,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-29,California,State,Lambda,0.0,0.0,0.14285714285,0.011869436202
2021-08-29,California,State,Other,5.0,1.2,13.57142857142,1.127596439169
2021-08-30,California,State,Alpha,0.0,0.0,0.71428571428,0.062011658192
2021-08-30,California,State,Other,45.0,3.17,18.42857142857,1.599900781347
2021-08-30,California,State,Omicron,0.0,0.0,0.28571428571,0.024804663277
2021-08-30,California,State,Lambda,0.0,0.0,0.14285714285,0.012402331638
2021-08-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-30,California,State,Gamma,0.0,0.0,0.28571428571,0.024804663277
2021-08-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-30,California,State,Total,1419.0,100.0,1151.85714285714,100.0
2021-08-30,California,State,Delta,1373.0,96.76,1131.57142857142,98.238868907355
2021-08-30,California,State,Mu,1.0,0.07,0.42857142857,0.037206994915
2021-08-31,California,State,Delta,1510.0,98.76,1108.71428571428,98.602464743997
2021-08-31,California,State,Other,14.0,0.92,13.42857142857,1.194257400584
2021-08-31,California,State,Mu,0.0,0.0,0.28571428571,0.025409731927
2021-08-31,California,State,Total,1529.0,100.0,1124.42857142857,100.0
2021-08-31,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-31,California,State,Lambda,0.0,0.0,0.14285714285,0.012704865964
2021-08-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-31,California,State,Alpha,3.0,0.2,1.14285714285,0.101638927709
2021-08-31,California,State,Gamma,1.0,0.07,0.42857142857,0.038114597891
2021-08-31,California,State,Omicron,1.0,0.07,0.28571428571,0.025409731927
2021-09-01,California,State,Delta,1131.0,99.56,1097.0,98.651079136691
2021-09-01,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-01,California,State,Total,1136.0,100.0,1112.0,100.0
2021-09-01,California,State,Gamma,0.0,0.0,0.28571428571,0.02569373073
2021-09-01,California,State,Alpha,0.0,0.0,1.0,0.089928057554
2021-09-01,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-01,California,State,Mu,2.0,0.18,0.57142857142,0.051387461459
2021-09-01,California,State,Other,2.0,0.18,12.71428571428,1.143371017472
2021-09-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-01,California,State,Omicron,1.0,0.09,0.42857142857,0.038540596095
2021-09-02,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-02,California,State,Gamma,0.0,0.0,0.28571428571,0.0259000259
2021-09-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-02,California,State,Omicron,1.0,0.09,0.57142857142,0.0518000518
2021-09-02,California,State,Alpha,2.0,0.18,1.14285714285,0.1036001036
2021-09-02,California,State,Mu,0.0,0.0,0.42857142857,0.03885003885
2021-09-02,California,State,Total,1104.0,100.0,1103.14285714285,100.0
2021-09-02,California,State,Delta,1099.0,99.55,1088.71428571428,98.692048692049
2021-09-02,California,State,Other,2.0,0.18,12.0,1.087801087801
2021-09-02,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-03,California,State,Mu,0.0,0.0,0.42857142857,0.041045286633
